Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,137337,-,-,-,37.77,-122.42,-8,32,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Temperature,Wind Speed,Surface Albedo
2019,1,1,0,30,0,0,0,4.6000000000000005,3.9000000000000004,0.12
2019,1,1,1,30,0,0,0,4.5,3.9000000000000004,0.12
2019,1,1,2,30,0,0,0,4.5,3.9000000000000004,0.12
2019,1,1,3,30,0,0,0,4.3,3.8000000000000003,0.12
2019,1,1,4,30,0,0,0,4,3.6,0.12
2019,1,1,5,30,0,0,0,3.7,3.4000000000000004,0.12
2019,1,1,6,30,0,0,0,3.5,3.2,0.12
2019,1,1,7,30,8,7,76,4.3,3.2,0.12
2019,1,1,8,30,148,44,609,6.1000000000000005,3.4000000000000004,0.12
2019,1,1,9,30,310,55,818,7.9,3.2,0.12
2019,1,1,10,30,437,58,911,9.600000000000001,2.6,0.12
2019,1,1,11,30,506,70,915,10.9,2.1,0.12
2019,1,1,12,30,520,62,941,11.8,2.1,0.12
2019,1,1,13,30,472,61,915,12.200000000000001,2.1,0.12
2019,1,1,14,30,362,88,752,12.100000000000001,1.8,0.12
2019,1,1,15,30,215,58,661,11.200000000000001,1.2000000000000002,0.12
2019,1,1,16,30,50,32,222,10.200000000000001,0.8,0.12
2019,1,1,17,30,0,0,0,9.700000000000001,0.8,0.12
2019,1,1,18,30,0,0,0,9.3,1,0.12
2019,1,1,19,30,0,0,0,8.9,1.2000000000000002,0.12
2019,1,1,20,30,0,0,0,8.6,1.4000000000000001,0.12
2019,1,1,21,30,0,0,0,8.3,1.6,0.12
2019,1,1,22,30,0,0,0,8,1.7000000000000002,0.12
2019,1,1,23,30,0,0,0,7.7,1.8,0.12
2019,1,2,0,30,0,0,0,7.6000000000000005,1.9000000000000001,0.12
2019,1,2,1,30,0,0,0,7.5,1.7000000000000002,0.12
2019,1,2,2,30,0,0,0,7.2,1.5,0.12
2019,1,2,3,30,0,0,0,6.800000000000001,1.4000000000000001,0.12
2019,1,2,4,30,0,0,0,6.2,1.4000000000000001,0.12
2019,1,2,5,30,0,0,0,5.5,1.5,0.12
2019,1,2,6,30,0,0,0,4.800000000000001,1.6,0.12
2019,1,2,7,30,10,9,111,5.2,1.9000000000000001,0.12
2019,1,2,8,30,145,40,616,6.7,2,0.12
2019,1,2,9,30,301,52,796,8.4,1.9000000000000001,0.12
2019,1,2,10,30,424,58,877,10.3,1.7000000000000002,0.12
2019,1,2,11,30,496,61,911,11.8,1.6,0.12
2019,1,2,12,30,510,64,913,12.8,1.6,0.12
2019,1,2,13,30,463,63,888,13.3,1.6,0.12
2019,1,2,14,30,362,58,831,13.100000000000001,1.4000000000000001,0.12
2019,1,2,15,30,218,48,708,12.200000000000001,1.1,0.12
2019,1,2,16,30,61,27,403,11,1.1,0.12
2019,1,2,17,30,0,0,0,10.4,1.2000000000000002,0.12
2019,1,2,18,30,0,0,0,9.9,1.3,0.12
2019,1,2,19,30,0,0,0,9.4,1.4000000000000001,0.12
2019,1,2,20,30,0,0,0,8.9,1.5,0.12
2019,1,2,21,30,0,0,0,8.4,1.6,0.12
2019,1,2,22,30,0,0,0,7.9,1.7000000000000002,0.12
2019,1,2,23,30,0,0,0,7.4,1.9000000000000001,0.12
2019,1,3,0,30,0,0,0,6.6000000000000005,2.1,0.12
2019,1,3,1,30,0,0,0,5.9,2.2,0.12
2019,1,3,2,30,0,0,0,5.5,2.3000000000000003,0.12
2019,1,3,3,30,0,0,0,5.300000000000001,2.3000000000000003,0.12
2019,1,3,4,30,0,0,0,5,2.4000000000000004,0.12
2019,1,3,5,30,0,0,0,4.6000000000000005,2.3000000000000003,0.12
2019,1,3,6,30,0,0,0,4.3,2.2,0.12
2019,1,3,7,30,10,9,94,5.1000000000000005,2.2,0.12
2019,1,3,8,30,135,54,476,6.9,2.4000000000000004,0.12
2019,1,3,9,30,300,57,776,8.8,2.5,0.12
2019,1,3,10,30,425,65,861,10.700000000000001,2.5,0.12
2019,1,3,11,30,497,70,892,11.8,2.4000000000000004,0.12
2019,1,3,12,30,393,203,387,12.100000000000001,2.2,0.12
2019,1,3,13,30,348,187,356,12,2,0.12
2019,1,3,14,30,301,141,434,11.9,2,0.12
2019,1,3,15,30,203,82,500,10.9,1.8,0.12
2019,1,3,16,30,37,37,5,9.3,1.7000000000000002,0.11
2019,1,3,17,30,0,0,0,8.4,1.7000000000000002,0.11
2019,1,3,18,30,0,0,0,7.9,1.7000000000000002,0.11
2019,1,3,19,30,0,0,0,7.7,1.6,0.11
2019,1,3,20,30,0,0,0,7.6000000000000005,1.5,0.11
2019,1,3,21,30,0,0,0,7.6000000000000005,1.6,0.11
2019,1,3,22,30,0,0,0,7.5,1.6,0.11
2019,1,3,23,30,0,0,0,7.300000000000001,1.7000000000000002,0.11
2019,1,4,0,30,0,0,0,7.1000000000000005,1.8,0.11
2019,1,4,1,30,0,0,0,6.800000000000001,1.8,0.11
2019,1,4,2,30,0,0,0,6.5,1.8,0.11
2019,1,4,3,30,0,0,0,6.2,1.9000000000000001,0.11
2019,1,4,4,30,0,0,0,5.9,2,0.11
2019,1,4,5,30,0,0,0,5.800000000000001,2,0.11
2019,1,4,6,30,0,0,0,5.7,1.9000000000000001,0.11
2019,1,4,7,30,4,4,0,6.4,2,0.11
2019,1,4,8,30,98,81,98,7.7,2.2,0.11
2019,1,4,9,30,254,119,430,9.200000000000001,2.2,0.11
2019,1,4,10,30,339,166,414,10.9,2.3000000000000003,0.11
2019,1,4,11,30,488,85,841,12.4,2.3000000000000003,0.11
2019,1,4,12,30,501,85,845,13.4,2.4000000000000004,0.11
2019,1,4,13,30,456,84,819,14,2.3000000000000003,0.11
2019,1,4,14,30,364,63,813,13.9,2.2,0.11
2019,1,4,15,30,221,52,689,12.9,2,0.11
2019,1,4,16,30,64,30,388,11.4,1.9000000000000001,0.11
2019,1,4,17,30,0,0,0,10.5,2.1,0.11
2019,1,4,18,30,0,0,0,9.9,2.4000000000000004,0.11
2019,1,4,19,30,0,0,0,9.5,2.7,0.11
2019,1,4,20,30,0,0,0,9.4,3.1,0.11
2019,1,4,21,30,0,0,0,9.8,3.3000000000000003,0.11
2019,1,4,22,30,0,0,0,10,3.4000000000000004,0.11
2019,1,4,23,30,0,0,0,9.9,3.4000000000000004,0.11
2019,1,5,0,30,0,0,0,9.9,3.5,0.11
2019,1,5,1,30,0,0,0,10,3.8000000000000003,0.11
2019,1,5,2,30,0,0,0,10.100000000000001,4.2,0.11
2019,1,5,3,30,0,0,0,10.3,4.800000000000001,0.11
2019,1,5,4,30,0,0,0,10.5,5.300000000000001,0.11
2019,1,5,5,30,0,0,0,10.8,6,0.11
2019,1,5,6,30,0,0,0,11,6.6000000000000005,0.11
2019,1,5,7,30,3,3,0,11.200000000000001,7,0.11
2019,1,5,8,30,38,38,1,11.700000000000001,7.300000000000001,0.11
2019,1,5,9,30,85,82,9,12.3,7.7,0.11
2019,1,5,10,30,64,63,2,13,8,0.11
2019,1,5,11,30,153,149,8,13.600000000000001,8.1,0.11
2019,1,5,12,30,114,112,5,13.9,8,0.11
2019,1,5,13,30,82,82,1,13.8,7.4,0.11
2019,1,5,14,30,149,140,23,13.3,6.5,0.11
2019,1,5,15,30,139,66,294,12.700000000000001,5.9,0.11
2019,1,5,16,30,24,22,26,12.100000000000001,5.4,0.11
2019,1,5,17,30,0,0,0,11.5,5.1000000000000005,0.11
2019,1,5,18,30,0,0,0,11.100000000000001,4.7,0.11
2019,1,5,19,30,0,0,0,10.5,4,0.11
2019,1,5,20,30,0,0,0,9.9,3.4000000000000004,0.11
2019,1,5,21,30,0,0,0,9.4,2.8000000000000003,0.11
2019,1,5,22,30,0,0,0,9,2.4000000000000004,0.11
2019,1,5,23,30,0,0,0,8.8,2.3000000000000003,0.11
2019,1,6,0,30,0,0,0,8.8,2.1,0.11
2019,1,6,1,30,0,0,0,8.8,2.1,0.11
2019,1,6,2,30,0,0,0,8.8,2.2,0.11
2019,1,6,3,30,0,0,0,9.1,2.6,0.11
2019,1,6,4,30,0,0,0,9.600000000000001,3.1,0.11
2019,1,6,5,30,0,0,0,9.8,3.6,0.11
2019,1,6,6,30,0,0,0,10.100000000000001,4.3,0.11
2019,1,6,7,30,2,2,0,10.3,5.300000000000001,0.11
2019,1,6,8,30,19,19,0,10.700000000000001,6.2,0.11
2019,1,6,9,30,41,41,1,11,7,0.11
2019,1,6,10,30,38,38,0,11.4,7.300000000000001,0.11
2019,1,6,11,30,47,47,0,11.8,7.1000000000000005,0.11
2019,1,6,12,30,52,52,0,12.200000000000001,6.6000000000000005,0.11
2019,1,6,13,30,14,14,0,12.5,6.1000000000000005,0.11
2019,1,6,14,30,8,8,0,12.700000000000001,5.800000000000001,0.11
2019,1,6,15,30,30,30,0,12.8,5.800000000000001,0.11
2019,1,6,16,30,14,14,0,12.8,5.7,0.11
2019,1,6,17,30,0,0,0,13,5.7,0.11
2019,1,6,18,30,0,0,0,13.200000000000001,5.6000000000000005,0.11
2019,1,6,19,30,0,0,0,13.3,5.1000000000000005,0.11
2019,1,6,20,30,0,0,0,13.200000000000001,4.5,0.11
2019,1,6,21,30,0,0,0,12.600000000000001,4.2,0.11
2019,1,6,22,30,0,0,0,11.8,3.9000000000000004,0.11
2019,1,6,23,30,0,0,0,11.100000000000001,3.5,0.11
2019,1,7,0,30,0,0,0,10.5,2.9000000000000004,0.11
2019,1,7,1,30,0,0,0,10.200000000000001,2.4000000000000004,0.11
2019,1,7,2,30,0,0,0,10.100000000000001,2.2,0.11
2019,1,7,3,30,0,0,0,10,1.8,0.11
2019,1,7,4,30,0,0,0,9.9,1.6,0.11
2019,1,7,5,30,0,0,0,9.8,1.4000000000000001,0.11
2019,1,7,6,30,0,0,0,9.600000000000001,1.4000000000000001,0.11
2019,1,7,7,30,2,2,0,10.200000000000001,1.7000000000000002,0.11
2019,1,7,8,30,47,47,2,11.4,2,0.11
2019,1,7,9,30,153,134,59,12.600000000000001,2.3000000000000003,0.11
2019,1,7,10,30,283,224,140,13.700000000000001,2.3000000000000003,0.11
2019,1,7,11,30,275,236,81,14.5,2.3000000000000003,0.11
2019,1,7,12,30,325,224,204,15,2.3000000000000003,0.11
2019,1,7,13,30,146,145,3,15.200000000000001,2.2,0.11
2019,1,7,14,30,188,170,47,15,1.9000000000000001,0.11
2019,1,7,15,30,56,55,2,14.200000000000001,1.7000000000000002,0.11
2019,1,7,16,30,25,25,0,13.100000000000001,1.7000000000000002,0.12
2019,1,7,17,30,0,0,0,12.600000000000001,1.8,0.12
2019,1,7,18,30,0,0,0,12.5,2,0.12
2019,1,7,19,30,0,0,0,12.3,2.1,0.12
2019,1,7,20,30,0,0,0,12.100000000000001,2.1,0.12
2019,1,7,21,30,0,0,0,11.9,2.1,0.12
2019,1,7,22,30,0,0,0,11.700000000000001,2.3000000000000003,0.12
2019,1,7,23,30,0,0,0,11.600000000000001,2.5,0.12
2019,1,8,0,30,0,0,0,11.600000000000001,2.6,0.12
2019,1,8,1,30,0,0,0,11.700000000000001,2.8000000000000003,0.12
2019,1,8,2,30,0,0,0,11.9,2.9000000000000004,0.12
2019,1,8,3,30,0,0,0,12,2.8000000000000003,0.12
2019,1,8,4,30,0,0,0,12.100000000000001,2.7,0.12
2019,1,8,5,30,0,0,0,12.3,2.8000000000000003,0.12
2019,1,8,6,30,0,0,0,12.5,3.1,0.12
2019,1,8,7,30,2,2,0,12.9,3.4000000000000004,0.12
2019,1,8,8,30,21,21,0,13.4,3.6,0.12
2019,1,8,9,30,20,20,0,13.700000000000001,3.7,0.12
2019,1,8,10,30,47,47,1,14,3.5,0.12
2019,1,8,11,30,38,38,0,14.3,3.6,0.12
2019,1,8,12,30,93,93,1,14.600000000000001,3.8000000000000003,0.12
2019,1,8,13,30,142,137,10,14.8,4,0.12
2019,1,8,14,30,13,13,0,14.9,4.3,0.12
2019,1,8,15,30,36,35,3,14.5,4.3,0.12
2019,1,8,16,30,22,22,0,13.5,4.1000000000000005,0.12
2019,1,8,17,30,0,0,0,12.8,3.9000000000000004,0.12
2019,1,8,18,30,0,0,0,12.700000000000001,4,0.12
2019,1,8,19,30,0,0,0,12.9,4.5,0.12
2019,1,8,20,30,0,0,0,13.200000000000001,5.2,0.12
2019,1,8,21,30,0,0,0,13.4,6.1000000000000005,0.12
2019,1,8,22,30,0,0,0,13.5,6.7,0.12
2019,1,8,23,30,0,0,0,13.600000000000001,6.800000000000001,0.12
2019,1,9,0,30,0,0,0,13.700000000000001,6.7,0.12
2019,1,9,1,30,0,0,0,13.700000000000001,6.2,0.12
2019,1,9,2,30,0,0,0,13.700000000000001,5.5,0.12
2019,1,9,3,30,0,0,0,13.600000000000001,4.800000000000001,0.12
2019,1,9,4,30,0,0,0,13.4,4.2,0.12
2019,1,9,5,30,0,0,0,13,3.6,0.12
2019,1,9,6,30,0,0,0,12.8,3.2,0.12
2019,1,9,7,30,5,5,0,13,3.2,0.12
2019,1,9,8,30,51,50,6,13.700000000000001,3.4000000000000004,0.12
2019,1,9,9,30,129,116,40,14.100000000000001,3.4000000000000004,0.12
2019,1,9,10,30,290,186,244,14.4,3.5,0.12
2019,1,9,11,30,244,201,88,14.700000000000001,3.6,0.12
2019,1,9,12,30,306,230,151,14.8,3.6,0.12
2019,1,9,13,30,229,201,61,14.8,3.5,0.12
2019,1,9,14,30,226,182,114,14.5,3.1,0.12
2019,1,9,15,30,144,121,88,13.700000000000001,2.3000000000000003,0.12
2019,1,9,16,30,37,36,5,12.3,1.7000000000000002,0.12
2019,1,9,17,30,0,0,0,11.3,1.6,0.12
2019,1,9,18,30,0,0,0,11,1.6,0.12
2019,1,9,19,30,0,0,0,10.8,1.5,0.12
2019,1,9,20,30,0,0,0,10.700000000000001,1.5,0.12
2019,1,9,21,30,0,0,0,10.700000000000001,1.4000000000000001,0.12
2019,1,9,22,30,0,0,0,10.8,1.3,0.12
2019,1,9,23,30,0,0,0,11,1.2000000000000002,0.12
2019,1,10,0,30,0,0,0,11,1.1,0.12
2019,1,10,1,30,0,0,0,10.8,1.1,0.12
2019,1,10,2,30,0,0,0,10.700000000000001,1.2000000000000002,0.12
2019,1,10,3,30,0,0,0,10.5,1.2000000000000002,0.12
2019,1,10,4,30,0,0,0,10.3,1.3,0.12
2019,1,10,5,30,0,0,0,9.9,1.5,0.12
2019,1,10,6,30,0,0,0,9.5,1.8,0.12
2019,1,10,7,30,4,4,0,10,1.9000000000000001,0.12
2019,1,10,8,30,71,69,14,11.100000000000001,2,0.12
2019,1,10,9,30,248,98,471,11.9,2,0.12
2019,1,10,10,30,261,239,52,13,1.7000000000000002,0.12
2019,1,10,11,30,326,280,94,14.200000000000001,1.6,0.12
2019,1,10,12,30,368,226,281,15,1.6,0.12
2019,1,10,13,30,382,172,448,15.3,1.5,0.12
2019,1,10,14,30,375,74,779,15.100000000000001,1.2000000000000002,0.12
2019,1,10,15,30,233,59,664,14.4,0.9,0.12
2019,1,10,16,30,76,34,395,13.4,0.8,0.12
2019,1,10,17,30,0,0,0,12.3,1,0.12
2019,1,10,18,30,0,0,0,11,1.3,0.12
2019,1,10,19,30,0,0,0,10.100000000000001,1.7000000000000002,0.12
2019,1,10,20,30,0,0,0,9.600000000000001,2.1,0.12
2019,1,10,21,30,0,0,0,9.4,2.4000000000000004,0.12
2019,1,10,22,30,0,0,0,9.3,2.5,0.12
2019,1,10,23,30,0,0,0,9.200000000000001,2.5,0.12
2019,1,11,0,30,0,0,0,9.200000000000001,2.5,0.12
2019,1,11,1,30,0,0,0,9.1,2.4000000000000004,0.12
2019,1,11,2,30,0,0,0,9.1,2.5,0.12
2019,1,11,3,30,0,0,0,9.1,2.8000000000000003,0.12
2019,1,11,4,30,0,0,0,9.1,3,0.12
2019,1,11,5,30,0,0,0,9.200000000000001,3.2,0.12
2019,1,11,6,30,0,0,0,9.4,3.4000000000000004,0.12
2019,1,11,7,30,4,4,0,10.200000000000001,3.9000000000000004,0.12
2019,1,11,8,30,20,20,0,11.4,4.2,0.12
2019,1,11,9,30,141,131,32,12.4,4.3,0.12
2019,1,11,10,30,93,92,3,13.3,4.1000000000000005,0.12
2019,1,11,11,30,168,160,16,14.100000000000001,3.7,0.12
2019,1,11,12,30,189,178,22,14.600000000000001,3.5,0.12
2019,1,11,13,30,76,76,1,15,3.3000000000000003,0.12
2019,1,11,14,30,20,20,0,14.8,3,0.12
2019,1,11,15,30,18,18,0,14.100000000000001,2.8000000000000003,0.12
2019,1,11,16,30,15,15,0,13.200000000000001,2.8000000000000003,0.12
2019,1,11,17,30,0,0,0,12.700000000000001,2.6,0.12
2019,1,11,18,30,0,0,0,12.5,2.1,0.12
2019,1,11,19,30,0,0,0,12.3,1.8,0.12
2019,1,11,20,30,0,0,0,12,1.7000000000000002,0.12
2019,1,11,21,30,0,0,0,11.8,1.6,0.12
2019,1,11,22,30,0,0,0,11.700000000000001,1.5,0.12
2019,1,11,23,30,0,0,0,11.600000000000001,1.6,0.12
2019,1,12,0,30,0,0,0,11.5,1.6,0.12
2019,1,12,1,30,0,0,0,11.3,1.5,0.12
2019,1,12,2,30,0,0,0,11,1.5,0.12
2019,1,12,3,30,0,0,0,10.8,1.7000000000000002,0.12
2019,1,12,4,30,0,0,0,10.4,2,0.12
2019,1,12,5,30,0,0,0,9.9,2.3000000000000003,0.12
2019,1,12,6,30,0,0,0,9.5,2.4000000000000004,0.12
2019,1,12,7,30,10,9,69,10.100000000000001,2.5,0.12
2019,1,12,8,30,129,52,435,11.4,2.6,0.12
2019,1,12,9,30,62,62,0,12.8,2.5,0.12
2019,1,12,10,30,382,121,607,14.3,2.6,0.12
2019,1,12,11,30,496,78,847,15.200000000000001,2.6,0.12
2019,1,12,12,30,516,78,860,15.600000000000001,2.6,0.12
2019,1,12,13,30,429,125,641,15.700000000000001,2.6,0.12
2019,1,12,14,30,209,109,254,15.4,2.4000000000000004,0.12
2019,1,12,15,30,146,45,377,14.3,2,0.12
2019,1,12,16,30,72,33,353,12.8,1.8,0.12
2019,1,12,17,30,0,0,0,11.700000000000001,1.8,0.12
2019,1,12,18,30,0,0,0,11,2,0.12
2019,1,12,19,30,0,0,0,10.5,2.1,0.12
2019,1,12,20,30,0,0,0,10.200000000000001,2.2,0.12
2019,1,12,21,30,0,0,0,9.9,2.3000000000000003,0.12
2019,1,12,22,30,0,0,0,9.600000000000001,2.4000000000000004,0.12
2019,1,12,23,30,0,0,0,9.4,2.5,0.12
2019,1,13,0,30,0,0,0,9.200000000000001,2.5,0.12
2019,1,13,1,30,0,0,0,9.1,2.3000000000000003,0.12
2019,1,13,2,30,0,0,0,9.1,2.2,0.12
2019,1,13,3,30,0,0,0,9,2,0.12
2019,1,13,4,30,0,0,0,8.700000000000001,2.1,0.12
2019,1,13,5,30,0,0,0,8.3,2.3000000000000003,0.12
2019,1,13,6,30,0,0,0,8.1,2.6,0.12
2019,1,13,7,30,10,9,81,8.9,3,0.12
2019,1,13,8,30,98,91,40,10.5,3.2,0.12
2019,1,13,9,30,235,156,245,12.3,3.3000000000000003,0.12
2019,1,13,10,30,388,122,617,14,3.2,0.12
2019,1,13,11,30,462,154,621,15,3.2,0.12
2019,1,13,12,30,467,157,606,15.5,3.1,0.12
2019,1,13,13,30,266,216,104,15.600000000000001,2.9000000000000004,0.12
2019,1,13,14,30,233,193,101,15.200000000000001,2.4000000000000004,0.12
2019,1,13,15,30,139,125,51,14.100000000000001,1.9000000000000001,0.12
2019,1,13,16,30,45,44,5,12.600000000000001,1.9000000000000001,0.12
2019,1,13,17,30,0,0,0,11.9,2.1,0.12
2019,1,13,18,30,0,0,0,11.5,2.3000000000000003,0.12
2019,1,13,19,30,0,0,0,11.200000000000001,2.4000000000000004,0.12
2019,1,13,20,30,0,0,0,10.9,2.5,0.12
2019,1,13,21,30,0,0,0,10.600000000000001,2.6,0.12
2019,1,13,22,30,0,0,0,10.3,2.8000000000000003,0.12
2019,1,13,23,30,0,0,0,10.100000000000001,3,0.12
2019,1,14,0,30,0,0,0,9.9,3.1,0.12
2019,1,14,1,30,0,0,0,9.700000000000001,3.1,0.12
2019,1,14,2,30,0,0,0,9.5,3,0.12
2019,1,14,3,30,0,0,0,9.4,2.9000000000000004,0.12
2019,1,14,4,30,0,0,0,9.3,2.9000000000000004,0.12
2019,1,14,5,30,0,0,0,9.200000000000001,3,0.12
2019,1,14,6,30,0,0,0,9.200000000000001,3.3000000000000003,0.12
2019,1,14,7,30,3,3,0,9.700000000000001,3.6,0.12
2019,1,14,8,30,24,24,0,10.600000000000001,4.1000000000000005,0.12
2019,1,14,9,30,80,78,6,11.5,4.6000000000000005,0.12
2019,1,14,10,30,98,92,14,12.200000000000001,4.800000000000001,0.12
2019,1,14,11,30,193,173,40,12.8,4.800000000000001,0.12
2019,1,14,12,30,184,176,16,13.3,4.7,0.12
2019,1,14,13,30,280,205,156,13.5,4.4,0.12
2019,1,14,14,30,64,64,1,13.3,4,0.12
2019,1,14,15,30,33,33,0,12.8,3.8000000000000003,0.12
2019,1,14,16,30,23,23,0,12.100000000000001,3.7,0.12
2019,1,14,17,30,0,0,0,11.4,3.6,0.12
2019,1,14,18,30,0,0,0,11,3.7,0.12
2019,1,14,19,30,0,0,0,10.600000000000001,3.6,0.12
2019,1,14,20,30,0,0,0,10.3,3.4000000000000004,0.12
2019,1,14,21,30,0,0,0,10.200000000000001,3.2,0.12
2019,1,14,22,30,0,0,0,10.3,3.3000000000000003,0.12
2019,1,14,23,30,0,0,0,10.5,3.5,0.12
2019,1,15,0,30,0,0,0,10.600000000000001,3.8000000000000003,0.12
2019,1,15,1,30,0,0,0,10.600000000000001,3.9000000000000004,0.12
2019,1,15,2,30,0,0,0,10.5,4.1000000000000005,0.12
2019,1,15,3,30,0,0,0,10.4,4.1000000000000005,0.12
2019,1,15,4,30,0,0,0,10.4,4,0.12
2019,1,15,5,30,0,0,0,10.3,4,0.12
2019,1,15,6,30,0,0,0,10.200000000000001,4.1000000000000005,0.12
2019,1,15,7,30,3,3,0,10.4,4.2,0.12
2019,1,15,8,30,46,46,2,11.100000000000001,4.5,0.12
2019,1,15,9,30,95,93,6,12,4.7,0.12
2019,1,15,10,30,114,111,8,12.9,4.9,0.12
2019,1,15,11,30,104,103,2,13.5,4.800000000000001,0.12
2019,1,15,12,30,108,107,2,13.700000000000001,4.5,0.12
2019,1,15,13,30,55,55,0,13.700000000000001,4.4,0.12
2019,1,15,14,30,98,96,4,13.600000000000001,4.1000000000000005,0.12
2019,1,15,15,30,27,27,0,13.100000000000001,3.6,0.12
2019,1,15,16,30,10,10,0,12.5,3.1,0.12
2019,1,15,17,30,0,0,0,12.100000000000001,2.8000000000000003,0.12
2019,1,15,18,30,0,0,0,11.9,2.6,0.12
2019,1,15,19,30,0,0,0,12,2.8000000000000003,0.12
2019,1,15,20,30,0,0,0,12.100000000000001,3.1,0.12
2019,1,15,21,30,0,0,0,12.100000000000001,3.2,0.12
2019,1,15,22,30,0,0,0,12.200000000000001,3.2,0.12
2019,1,15,23,30,0,0,0,12.100000000000001,2.9000000000000004,0.12
2019,1,16,0,30,0,0,0,11.9,2.6,0.12
2019,1,16,1,30,0,0,0,11.8,2.6,0.12
2019,1,16,2,30,0,0,0,11.9,3,0.12
2019,1,16,3,30,0,0,0,12.100000000000001,3.5,0.12
2019,1,16,4,30,0,0,0,12,3.7,0.12
2019,1,16,5,30,0,0,0,12,4,0.12
2019,1,16,6,30,0,0,0,12.100000000000001,4.5,0.12
2019,1,16,7,30,3,3,0,12.3,4.9,0.12
2019,1,16,8,30,23,23,0,12.700000000000001,5.2,0.12
2019,1,16,9,30,58,58,1,13.600000000000001,6,0.12
2019,1,16,10,30,31,31,0,14.5,7,0.12
2019,1,16,11,30,57,57,0,14.8,7.9,0.12
2019,1,16,12,30,18,18,0,14.8,8.700000000000001,0.12
2019,1,16,13,30,29,29,0,14.8,9.200000000000001,0.12
2019,1,16,14,30,48,48,0,14.8,9.4,0.12
2019,1,16,15,30,22,22,0,14.9,9.700000000000001,0.12
2019,1,16,16,30,12,12,0,15,9.700000000000001,0.12
2019,1,16,17,30,0,0,0,15,9.4,0.12
2019,1,16,18,30,0,0,0,14.9,8.6,0.12
2019,1,16,19,30,0,0,0,14.600000000000001,7.300000000000001,0.12
2019,1,16,20,30,0,0,0,14.200000000000001,6.300000000000001,0.12
2019,1,16,21,30,0,0,0,13.700000000000001,5.800000000000001,0.12
2019,1,16,22,30,0,0,0,13.200000000000001,5.5,0.12
2019,1,16,23,30,0,0,0,12.9,5.2,0.12
2019,1,17,0,30,0,0,0,12.8,4.9,0.12
2019,1,17,1,30,0,0,0,12.8,4.6000000000000005,0.12
2019,1,17,2,30,0,0,0,12.9,4.5,0.12
2019,1,17,3,30,0,0,0,12.9,4.5,0.12
2019,1,17,4,30,0,0,0,13,4.5,0.12
2019,1,17,5,30,0,0,0,13.100000000000001,4.6000000000000005,0.12
2019,1,17,6,30,0,0,0,13.200000000000001,4.800000000000001,0.12
2019,1,17,7,30,3,3,0,13.5,5,0.12
2019,1,17,8,30,31,31,0,14.100000000000001,5.2,0.12
2019,1,17,9,30,164,138,80,14.5,5.2,0.12
2019,1,17,10,30,210,190,45,14.700000000000001,5.1000000000000005,0.12
2019,1,17,11,30,242,211,62,14.600000000000001,4.9,0.12
2019,1,17,12,30,206,189,32,14.5,4.7,0.12
2019,1,17,13,30,197,186,22,14.4,4.4,0.12
2019,1,17,14,30,172,161,26,14.100000000000001,4,0.12
2019,1,17,15,30,132,117,52,13.5,3.4000000000000004,0.12
2019,1,17,16,30,48,47,5,12.4,2.7,0.12
2019,1,17,17,30,0,0,0,11.5,2.2,0.12
2019,1,17,18,30,0,0,0,11.3,2,0.12
2019,1,17,19,30,0,0,0,11.3,1.8,0.12
2019,1,17,20,30,0,0,0,11.200000000000001,1.6,0.12
2019,1,17,21,30,0,0,0,11.200000000000001,1.5,0.12
2019,1,17,22,30,0,0,0,11.200000000000001,1.5,0.12
2019,1,17,23,30,0,0,0,11.100000000000001,1.4000000000000001,0.12
2019,1,18,0,30,0,0,0,11,1.4000000000000001,0.12
2019,1,18,1,30,0,0,0,11,1.4000000000000001,0.12
2019,1,18,2,30,0,0,0,10.9,1.4000000000000001,0.12
2019,1,18,3,30,0,0,0,11.100000000000001,1.3,0.12
2019,1,18,4,30,0,0,0,11.200000000000001,1.3,0.12
2019,1,18,5,30,0,0,0,11.3,1.2000000000000002,0.12
2019,1,18,6,30,0,0,0,11.200000000000001,1.3,0.12
2019,1,18,7,30,2,2,0,11.700000000000001,1.4000000000000001,0.12
2019,1,18,8,30,32,32,0,12.700000000000001,1.8,0.12
2019,1,18,9,30,200,165,104,13.600000000000001,2,0.12
